,Kingdom,Phylum,Class,Order,Family,Genus,Species
ASV_6228,Eukaryota,Imbricatea,unknown,Thaumatomonadida,unassigned,unassigned,unassigned
ASV_6229,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_6231,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_6232,Eukaryota,unknown,Acantharea,Chaunacanthida,unknown,g_,s_
ASV_6234,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,s_
ASV_6237,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine eukaryote
ASV_6240,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine picoeukaryote
ASV_6244,Eukaryota,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,g_,s_
ASV_6246,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_6247,Eukaryota,unknown,Dinophyceae,Peridiniales,Protoperidiniaceae,Protoperidinium,s_
ASV_6248,Eukaryota,unknown,Bigyra,Thraustochytrida,Thraustochytriaceae,Labyrinthulochytrium,Labyrinthulochytrium arktikum
ASV_6249,no_hit,Ciliophora,Spirotrichea,no_hit,no_hit,no_hit,no_hit
ASV_6250,Eukaryota,Imbricatea,unknown,Thaumatomonadida,Thaumatomastigidae,g_,s_
ASV_6251,no_hit,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,s_
ASV_6253,Eukaryota,unknown,Cryptophyceae,unassigned,unassigned,g_,s_
ASV_6256,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine eukaryote
ASV_6260,Eukaryota,Apicomplexa,Conoidasida,Eucoccidiorida,Adeleidae,g_,s_
ASV_6261,Eukaryota,unknown,Dinophyceae,Gymnodiniales,Ceratoperidiniaeceae,g_,s_
ASV_6263,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine eukaryote
ASV_6267,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_6270,Eukaryota,unknown,unknown,unknown,unknown,unknown,s_
ASV_6271,Eukaryota,unknown,Dinophyceae,unknown,unknown,g_,s_
ASV_6272,Eukaryota,Mollusca,Bivalvia,Veneroida,Cultellidae,Pharella,Pharella javanica
ASV_6274,Eukaryota,Haptista,Haptophyta,unassigned,unassigned,unassigned,s_
ASV_6275,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_6282,Eukaryota,unknown,Dinophyceae,Syndiniales,Duboscquellidae,g_,s_
ASV_6286,Eukaryota,unknown,Dinophyceae,Syndiniales,unassigned,g_,s_
ASV_6287,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,unassigned
ASV_6288,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,unassigned
ASV_6289,Metazoa,Arthropoda,Insecta,Hemiptera,Anthocoridae,Dysepicritus,Dysepicritus rufescens
ASV_6291,Eukaryota,unknown,unknown,unknown,unknown,unknown,s_
ASV_6293,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,unassigned
ASV_6294,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_6297,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_6298,no_hit,unknown,unknown,unknown,unknown,unknown,eukaryote clone OLI11007
ASV_6301,Eukaryota,Chlorophyta,unassigned,unassigned,unassigned,g_,s_
ASV_6306,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,Alternaria atra
ASV_6307,Viridiplantae,Streptophyta,Magnoliopsida,Brassicales,Brassicaceae,g_,s_
ASV_6309,Eukaryota,unknown,Dinophyceae,Peridiniales,Protoperidiniaceae,Protoperidinium,Protoperidinium monovelum
ASV_6310,Eukaryota,unknown,Dinophyceae,Peridiniales,Protoperidiniaceae,g_,s_
ASV_6312,no_hit,unknown,Dinophyceae,no_hit,no_hit,no_hit,s_
ASV_6314,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_6315,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine eukaryote
ASV_6316,Eukaryota,unknown,Dinophyceae,Gymnodiniales,Gymnodiniaceae,g_,s_
ASV_6318,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_6320,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_6324,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_6327,Eukaryota,Mucoromycota,Mortierellomycetes,Mortierellales,Mortierellaceae,g_,s_
ASV_6328,Eukaryota,unknown,Dinophyceae,Blastodiniales,unknown,g_,s_
ASV_6333,Eukaryota,Cnidaria,Hydrozoa,Anthoathecata,Corymorphidae,Euphysa,unassigned
ASV_6334,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_6335,Eukaryota,unknown,Dinophyceae,Coccidiniales,Chytriodiniaceae,g_,s_
ASV_6336,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_6337,Eukaryota,Chlorophyta,Mamiellophyceae,Dolichomastigales,Dolichomastigaceae,Dolichomastix,Dolichomastix tenuilepis
ASV_6338,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,s_
ASV_6341,no_hit,Cercozoa,unknown,Cercomonadida,Cercomonadidae,g_,s_
ASV_6344,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,unassigned,s_
ASV_6346,Eukaryota,unknown,unknown,unknown,unknown,unknown,eukaryote clone OLI11019
ASV_6347,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_6348,no_hit,Haptophyta,unknown,Zygodiscales,Braarudosphaeraceae,Braarudosphaera,Braarudosphaera bigelowii
ASV_6352,Eukaryota,unknown,Dinophyceae,Syndiniales,unassigned,unassigned,unassigned
ASV_6356,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Melosirales,Stephanopyxidaceae,g_,s_
ASV_6360,Eukaryota,Chytridiomycota,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_6361,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_6363,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_6366,Eukaryota,unknown,Dinophyceae,Prorocentrales,Prorocentraceae,Prorocentrum,Prorocentrum triestinum
ASV_6367,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_6370,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_6371,Eukaryota,unknown,Dinophyceae,Peridiniales,Peridiniaceae,Pentapharsodinium,s_
ASV_6373,Eukaryota,unknown,Dinophyceae,Gonyaulacales,Gonyaulacaceae,g_,s_
ASV_6374,Metazoa,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,Pseudocalanus newmani
ASV_6375,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_6377,no_hit,unknown,Cryptophyceae,Pyrenomonadales,Geminigeraceae,g_,s_
ASV_6379,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_6380,Eukaryota,unknown,Dinophyceae,Gymnodiniales,Gymnodiniaceae,g_,s_
ASV_6381,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_6387,Fungi,Basidiomycota,Tremellomycetes,no_hit,no_hit,no_hit,no_hit
ASV_6389,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_6390,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_6391,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_6392,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_6395,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Temoridae,Temora,s_
ASV_6404,Eukaryota,Bacillariophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,unassigned,unassigned
ASV_6405,Eukaryota,unknown,Dinophyceae,Syndiniales,unassigned,g_,s_
ASV_6409,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_6410,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_6415,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_6417,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,unassigned,unassigned
ASV_6421,Eukaryota,Ciliophora,unassigned,unassigned,unassigned,g_,s_
ASV_6422,Eukaryota,Annelida,Polychaeta,Sabellida,Serpulidae,Serpula <segmented worms>,Serpula vermicularis
ASV_6424,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,unassigned
ASV_6427,no_hit,Oomycota,unknown,Lagenidiales,Haliphthoraceae,Haliphthoros,no_hit
ASV_6428,Eukaryota,Imbricatea,unknown,Euglyphida,Euglyphidae,g_,s_
ASV_6431,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_6435,Viridiplantae,Chlorophyta,Mamiellophyceae,Dolichomastigales,Crustomastigaceae,g_,s_
ASV_6436,Eukaryota,Ciliophora,Spirotrichea,unassigned,unassigned,unassigned,unassigned
ASV_6437,Eukaryota,unknown,Polycystinea,unassigned,unassigned,g_,s_
ASV_6438,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,unassigned
ASV_6439,Eukaryota,unknown,Dinophyceae,Thoracosphaerales,Thoracosphaeraceae,Calciodinellum,Calciodinellum operosum
ASV_6442,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_6443,no_hit,Cercozoa,Thecofilosea,Cryomonadida,Protaspidae,g_,s_
ASV_6444,Eukaryota,Cercozoa,Thecofilosea,Cryomonadida,Protaspidae,g_,s_
ASV_6447,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_6449,Eukaryota,Ciliophora,unassigned,unassigned,unassigned,g_,s_
ASV_6452,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_6453,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_6454,Eukaryota,Arthropoda,Hexanauplia,Harpacticoida,Longipediidae,g_,s_
ASV_6455,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_6457,Eukaryota,unknown,unknown,unknown,unknown,unknown,s_
ASV_6459,Eukaryota,Chlorophyta,Chlorodendrophyceae,Chlorodendrales,Chlorodendraceae,Tetraselmis,unassigned
ASV_6460,Eukaryota,Cercozoa,Thecofilosea,Cryomonadida,Rhogostomidae,g_,s_
ASV_6461,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_6464,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_6465,Eukaryota,unknown,Cryptophyceae,Cyathomonadacea,Goniomonadaceae,g_,s_
ASV_6467,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_6469,Eukaryota,unknown,Chrysophyceae,Hydrurales,Hydruraceae,Hydrurus,s_
ASV_6470,Eukaryota,unknown,Bigyra,Thraustochytrida,Thraustochytriaceae,g_,s_
ASV_6473,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_6474,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_6475,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,unassigned,unassigned
ASV_6477,Eukaryota,Ciliophora,unassigned,unassigned,unassigned,unassigned,s_
ASV_6478,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,s_
ASV_6480,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_6482,Eukaryota,unknown,Dinophyceae,Peridiniales,Protoperidiniaceae,g_,s_
ASV_6486,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_6487,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_6488,Eukaryota,Cercozoa,unassigned,unassigned,unassigned,unassigned,s_
ASV_6489,Eukaryota,unknown,Polycystinea,Collodaria,Sphaerozoidae,Collozoum,unassigned
ASV_6490,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,g_,s_
ASV_6491,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_6493,Eukaryota,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxiaceae,Trebouxia,unassigned
ASV_6496,Eukaryota,Imbricatea,unknown,Thaumatomonadida,Thaumatomastigidae,g_,s_
ASV_6499,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_6502,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_6503,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_6504,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_6507,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_6508,Eukaryota,unknown,Cryptophyceae,Pyrenomonadales,Geminigeraceae,g_,s_
ASV_6509,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_6510,Eukaryota,unknown,Dinophyceae,Syndiniales,Eudubosquellidae,g_,s_
ASV_6511,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_6512,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_6513,Eukaryota,unknown,unknown,unknown,unknown,unknown,s_
ASV_6514,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,unassigned,unassigned
ASV_6515,Eukaryota,unknown,Dinophyceae,Blastodiniales,unknown,Blastodinium,s_
ASV_6516,Eukaryota,Ascomycota,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_6517,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_6518,no_hit,unknown,unknown,unknown,unknown,unknown,uncultured marine picoeukaryote
ASV_6521,Eukaryota,unknown,Bolidophyceae,Parmales,Triparmaceae,g_,s_
ASV_6526,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,s_
ASV_6527,Eukaryota,Annelida,Polychaeta,Aspidosiphonidormes,Aspidosiphonidae,unassigned,unassigned
ASV_6528,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_6529,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_6530,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_6531,no_hit,unknown,Cryptophyceae,no_hit,no_hit,no_hit,no_hit
ASV_6532,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_6534,no_hit,unknown,unknown,Pirsoniales,unknown,Pirsonia,no_hit
ASV_6539,Viridiplantae,Streptophyta,Magnoliopsida,Rosales,Cannabaceae,Trema,no_hit
ASV_6540,Eukaryota,unknown,Acantharea,Arthracanthida,Hexalaspididae,Hexaconus,Hexaconus serratus
ASV_6545,Eukaryota,unknown,Dinophyceae,Gonyaulacales,Gonyaulacaceae,g_,s_
ASV_6546,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_6547,Eukaryota,unknown,Dinophyceae,Peridiniales,Amphidiniopsidaceae,Herdmania <dinoflagellates>,Herdmania litoralis
ASV_6548,Eukaryota,unknown,Dinophyceae,Gymnodiniales,Gymnodiniaceae,g_,s_
ASV_6550,Eukaryota,unknown,Dinophyceae,Blastodiniales,unknown,g_,s_
ASV_6552,no_hit,Oomycota,unknown,Lagenidiales,Haliphthoraceae,g_,s_
ASV_6553,Eukaryota,unknown,unknown,unknown,unknown,unknown,s_
ASV_6554,Viridiplantae,Chlorophyta,Mamiellophyceae,Dolichomastigales,Crustomastigaceae,g_,s_
ASV_6555,Eukaryota,Arthropoda,Hexanauplia,Harpacticoida,Ectinosomatidae,g_,s_
ASV_6556,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,unassigned,unassigned
ASV_6557,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_6559,Eukaryota,Chlorophyta,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_6560,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,s_
ASV_6563,Viridiplantae,Chlorophyta,Mamiellophyceae,Dolichomastigales,Crustomastigaceae,g_,s_
ASV_6565,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_6567,Eukaryota,Chordata,Actinopteri,Pleuronectiformes,Pleuronectidae,g_,s_
ASV_6569,unassigned,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_6570,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_6573,Eukaryota,unknown,Dinophyceae,Gymnodiniales,Kareniaceae,g_,s_
ASV_6574,Eukaryota,Ciliophora,Colpodea,Colpodida,Colpodidae,Colpoda,unassigned
ASV_6575,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,s_
ASV_6576,Eukaryota,unknown,Dinophyceae,Syndiniales,unassigned,unassigned,unassigned
ASV_6577,no_hit,Bacillariophyta,Mediophyceae,Cymatosirales,Cymatosiraceae,g_,s_
ASV_6582,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_6583,no_hit,Oomycota,unknown,Lagenidiales,Haliphthoraceae,Haliphthoros,no_hit
ASV_6586,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_6588,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_6589,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,unassigned,unassigned
ASV_6590,no_hit,unknown,unknown,unknown,unknown,unknown,uncultured marine picoeukaryote
ASV_6591,Eukaryota,unknown,Haptophyta,Isochrysidales,Noelaerhabdaceae,unassigned,unassigned
ASV_6592,no_hit,unknown,Bigyra,Thraustochytrida,Thraustochytriaceae,g_,s_
ASV_6594,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,s_
ASV_6596,Eukaryota,Cercozoa,unassigned,unassigned,unassigned,g_,s_
ASV_6597,Eukaryota,Cercozoa,Thecofilosea,unknown,unknown,g_,s_
ASV_6598,no_hit,Imbricatea,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_6599,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_6603,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_6605,Eukaryota,unknown,Polycystinea,Nassellaria,Theoperidae,Eucyrtidium,s_
ASV_6612,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_6616,Eukaryota,unknown,Dinophyceae,Gonyaulacales,Gonyaulacaceae,g_,s_
ASV_6618,Eukaryota,unknown,Dinophyceae,Gonyaulacales,Pyrophacaceae,Fragilidium,s_
ASV_6620,no_hit,unknown,Dinophyceae,Gymnodiniales,Gymnodiniaceae,no_hit,s_
ASV_6621,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_6624,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_6627,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine picoeukaryote
ASV_6628,Eukaryota,unknown,Acantharea,Chaunacanthida,unknown,g_,s_
ASV_6630,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_6631,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_6632,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine eukaryote
ASV_6634,Eukaryota,Cercozoa,unassigned,unassigned,unassigned,g_,s_
ASV_6635,Eukaryota,Nemertea,Enopla,Monostilifera,Amphiporidae,Zygonemertes,unassigned
ASV_6636,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,unassigned,unassigned
ASV_6640,Eukaryota,unknown,Bolidophyceae,Parmales,Triparmaceae,Bolidomonas,unassigned
ASV_6642,Eukaryota,unknown,unknown,unknown,unknown,unknown,phototrophic eukaryote
ASV_6649,Eukaryota,Cnidaria,Hydrozoa,Leptothecata,Mitrocomidae,g_,s_
ASV_6651,Eukaryota,Chlorophyta,Nephroselmidophyceae,Nephroselmidales,Nephroselmidaceae,g_,s_
ASV_6654,Eukaryota,unknown,Dictyochophyceae,Dictyochales,unknown,Dictyocha,Dictyocha speculum
ASV_6655,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_6657,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,unassigned
ASV_6658,no_hit,unknown,Dinophyceae,no_hit,no_hit,g_,s_
ASV_6660,Eukaryota,unknown,Dinophyceae,Dinophysiales,Dinophysiaceae,Ornithocercus,unassigned
ASV_6663,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_6664,Eukaryota,Arthropoda,Malacostraca,Euphausiacea,Bentheuphausiidae,Bentheuphausia,Bentheuphausia amblyops
ASV_6666,Eukaryota,unknown,Dinophyceae,Peridiniales,Protoperidiniaceae,g_,s_
ASV_6667,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_6670,no_hit,Cercozoa,Thecofilosea,Cryomonadida,Protaspidae,Cryothecomonas,s_
ASV_6671,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_6673,Eukaryota,unknown,Ichthyosporea,Ichthyophonida,unknown,g_,s_
ASV_6678,Eukaryota,unknown,Dinophyceae,Peridiniales,Protoperidiniaceae,Protoperidinium,s_
ASV_6684,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_6688,Eukaryota,unknown,Dinophyceae,Peridiniales,Peridiniaceae,g_,s_
ASV_6689,Eukaryota,Cercozoa,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_6690,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_6692,Eukaryota,unknown,Dinophyceae,Prorocentrales,Prorocentraceae,g_,s_
ASV_6696,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_6703,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_6704,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_6707,Eukaryota,Mollusca,Gastropoda,unassigned,unassigned,unassigned,unassigned
ASV_6708,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_6711,Eukaryota,unknown,Dinophyceae,Gymnodiniales,Kareniaceae,Karlodinium,unassigned
ASV_6712,Eukaryota,unknown,unknown,unknown,Paramoebidae,unassigned,unassigned
ASV_6715,no_hit,Oomycota,unknown,Myzocytiopsidales,Myzocytiopsidaceae,g_,s_
ASV_6720,no_hit,Discosea,Flabellinia,unknown,Vannellidae,Platyamoeba,Platyamoeba contorta
ASV_6721,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_6723,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_6724,no_hit,unknown,Dinophyceae,Syndiniales,no_hit,no_hit,no_hit
ASV_6725,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_6726,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_6731,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_6732,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_6733,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,Pseudocalanus moultoni
ASV_6739,Eukaryota,unknown,Dinophyceae,Syndiniales,unassigned,g_,s_
ASV_6741,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_6742,Eukaryota,Ctenophora,Nuda,Beroida,Beroidae,Beroe,Beroe abyssicola
ASV_6746,Eukaryota,Arthropoda,Malacostraca,Decapoda,unassigned,g_,s_
ASV_6749,Metazoa,Rotifera,Eurotatoria,Ploima,Synchaetidae,Synchaeta,Synchaeta tremuloida
ASV_6754,Eukaryota,unknown,Oomycota,Lagenidiales,Haliphthoraceae,Haliphthoros,s_
ASV_6755,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_6756,no_hit,Oomycota,unknown,Peronosporales,Peronosporaceae,g_,s_
ASV_6757,Eukaryota,Euglenozoa,unknown,Diplonemea,Hemistasiidae,g_,s_
ASV_6758,Eukaryota,unknown,Dinophyceae,unknown,unknown,g_,s_
ASV_6762,Eukaryota,Ctenophora,Tentaculata,Cydippida,unassigned,unassigned,unassigned
ASV_6763,Eukaryota,unknown,Pelagophyceae,Pelagomonadales,unknown,Aureococcus,Aureococcus anophagefferens
ASV_6764,Eukaryota,Chlorophyta,Mamiellophyceae,Dolichomastigales,Crustomastigaceae,g_,s_
ASV_6767,Eukaryota,Ciliophora,Spirotrichea,Choreotrichida,Strobilidiidae,g_,s_
ASV_6771,no_hit,unknown,unknown,unknown,unknown,unknown,uncultured marine picoeukaryote
ASV_6773,Eukaryota,unknown,Chrysophyceae,Chromulinales,Paraphysomonadaceae,g_,s_
ASV_6776,Eukaryota,Chlorophyta,Mamiellophyceae,Mamiellales,Mamiellaceae,g_,s_
ASV_6778,Eukaryota,unknown,Dinophyceae,Peridiniales,Protoperidiniaceae,g_,s_
ASV_6779,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine picoeukaryote
ASV_6785,Eukaryota,unknown,Dictyochophyceae,Pedinellales,unknown,g_,s_
ASV_6787,Eukaryota,unknown,Dinophyceae,Peridiniales,Peridiniaceae,g_,s_
ASV_6791,Eukaryota,unknown,Dinophyceae,Peridiniales,Kryptoperidiniaceae,g_,s_
ASV_6793,Eukaryota,unknown,Cryptophyceae,Cyathomonadacea,Goniomonadaceae,g_,s_
ASV_6795,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,s_
ASV_6799,Eukaryota,unknown,Dinophyceae,Gymnodiniales,Gymnodiniaceae,g_,s_
ASV_6800,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_6806,no_hit,Haptophyta,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_6808,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_6811,Eukaryota,unknown,unknown,unknown,unknown,unknown,s_
ASV_6812,Eukaryota,unknown,unknown,unknown,unknown,unknown,s_
ASV_6817,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_6818,Eukaryota,unknown,Bigyra,Bicosoecida,unknown,g_,s_
ASV_6824,Eukaryota,Apicomplexa,Conoidasida,Eugregarinorida,Lecudinidae,g_,s_
ASV_6825,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_6828,Eukaryota,unknown,Dinophyceae,Coccidiniales,Chytriodiniaceae,g_,s_
ASV_6829,Eukaryota,unknown,Dinophyceae,Peridiniales,Protoperidiniaceae,Protoperidinium,Protoperidinium conicum
ASV_6833,Eukaryota,Endomyxa,Ascetosporea,Paradiniida,unknown,Paradinium,Paradinium poucheti
ASV_6835,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_6839,Eukaryota,unknown,Dinophyceae,Peridiniales,Protoperidiniaceae,g_,s_
ASV_6840,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,s_
ASV_6841,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,s_
